cav_rate,model,scenario,total_vehicles,avg_travel_time,avg_delay,lc_cnt,collisions,max_queue,jerk_p95,jerk_comfort_violation_rate,delay_gini
50,DRL (PPO),DRL_PPO_3600pcu_h,205,145.9,24.45,39,0,47,0.0,0.0,0.4282
50,DRL (PPO),DRL_PPO_3600pcu_h,209,144.62,23.9,35,2,40,0.0,0.0,0.4871
50,DRL (PPO),DRL_PPO_3600pcu_h,196,148.67,28.03,44,2,39,0.0,0.0,0.4055
70,Game (Ours),Game_Ours_1200pcu_h,76,134.19,7.6,24,0,11,0.0,0.0,0.6626
70,Game (Ours),Game_Ours_1200pcu_h,77,128.57,3.83,31,0,9,0.0,0.0,0.693
70,Game (Ours),Game_Ours_1200pcu_h,78,132.84,7.42,26,0,9,0.0,0.0,0.6936
70,Game (Ours),Game_Ours_2000pcu_h,127,135.7,10.78,47,0,18,0.0,0.0,0.5642
70,Game (Ours),Game_Ours_2000pcu_h,125,134.5,10.02,71,0,18,0.0,0.0,0.5755
70,Game (Ours),Game_Ours_2000pcu_h,117,134.89,9.74,47,0,17,0.0,0.0,0.6111
70,Game (Ours),Game_Ours_2800pcu_h,161,139.94,15.05,75,0,23,0.0,0.0,0.5209
70,Game (Ours),Game_Ours_2800pcu_h,168,141.75,17.45,81,0,25,0.0,0.0,0.5018
70,Game (Ours),Game_Ours_2800pcu_h,166,142.42,17.31,77,0,31,0.0,0.0,0.6094
70,Game (Ours),Game_Ours_3600pcu_h,214,151.34,26.2,106,0,33,0.0,0.0,0.3934
70,Game (Ours),Game_Ours_3600pcu_h,213,142.03,17.58,110,2,31,0.0,0.0,0.516
